시군구,동반자유형,만족도,재방문의도,타인추천의도,성별,연령대
전북 정읍시,가족,만족,매우 높음,높음,남,15~19세
전북 부안군,가족,만족,매우 높음,높음,남,60대
전남 영광군,친구/연인,만족,보통,높음,남,70세 이상
전북 무주군,친구/연인,만족,높음,높음,여,20대
전북 부안군,친구/연인,만족,매우 높음,매우 높음,남,30대
전남 장흥군,가족,매우 만족,높음,높음,여,30대
전남 여수시,가족,만족,높음,높음,남,60대
전북 장수군,친구/연인,만족,보통,높음,여,20대
전남 순천시,친구/연인,만족,높음,보통,여,40대
전북 장수군,친구/연인,만족,높음,높음,여,30대
전남 여수시,가족,보통,높음,보통,남,20대
전북 임실군,가족,만족,보통,높음,남,40대
전북 임실군,친구/연인,만족,높음,높음,여,70세 이상
전북 정읍시,가족,보통,보통,보통,여,60대
전남 담양군,가족,매우 만족,매우 높음,매우 높음,남,40대
전남 담양군,가족,매우 만족,매우 높음,매우 높음,남,60대
전남 보성군,가족,매우 만족,매우 높음,매우 높음,남,70세 이상
대구 달성군,가족,매우 만족,매우 높음,매우 높음,남,50대
서울 강남구,가족,매우 만족,매우 높음,매우 높음,여,60대
전남 담양군,가족,매우 만족,매우 높음,매우 높음,여,50대
부산 영도구,가족,매우 만족,매우 높음,매우 높음,남,40대
광주 서구,가족,매우 만족,매우 높음,매우 높음,여,40대
전남 목포시,가족,매우 만족,매우 높음,매우 높음,남,40대
대전 서구,친구/연인,매우 만족,매우 높음,매우 높음,남,20대
광주 광산구,가족,매우 만족,매우 높음,높음,여,40대
전남 여수시,친구/연인,만족,높음,높음,남,20대
전북 정읍시,친목 모임,만족,높음,높음,여,50대
전북 전주시,가족,만족,높음,높음,여,40대
전남 여수시,친목 모임,만족,높음,높음,남,70세 이상
전북 정읍시,가족,만족,높음,높음,여,60대
서울 송파구,친구/연인,매우 만족,높음,매우 높음,남,20대
전남 여수시,가족,매우 만족,매우 높음,매우 높음,여,30대
충북 충주시,가족,매우 만족,매우 높음,높음,여,60대
경기 고양시,가족,매우 만족,높음,높음,여,70세 이상
충남 태안군,친목 모임,매우 만족,높음,높음,남,70세 이상
전북 전주시,가족,매우 만족,매우 높음,매우 높음,남,20대
전남 담양군,가족,매우 만족,매우 높음,매우 높음,남,40대
전북 고창군,가족,매우 만족,매우 높음,매우 높음,남,50대
전남 장성군,가족,매우 만족,매우 높음,매우 높음,남,60대
전남 신안군,가족,매우 만족,매우 높음,매우 높음,여,40대
전북 임실군,가족,매우 만족,매우 높음,매우 높음,여,60대
전북 장수군,가족,매우 만족,매우 높음,매우 높음,여,70세 이상
전북 정읍시,가족,매우 만족,매우 높음,매우 높음,남,70세 이상
전남 완도군,가족,매우 만족,매우 높음,매우 높음,여,50대
광주 북구,가족,매우 만족,매우 높음,매우 높음,남,15~19세
전남 신안군,가족,매우 만족,매우 높음,매우 높음,여,20대
부산 동래구,가족,매우 만족,매우 높음,매우 높음,여,70세 이상
전북 고창군,가족,매우 만족,매우 높음,매우 높음,여,40대
전북 군산시,친구/연인,만족,높음,높음,남,20대
전북 군산시,가족,보통,높음,높음,남,70세 이상
전북 전주시,친구/연인,만족,높음,보통,남,40대
전남 목포시,가족,만족,보통,높음,남,70세 이상
전북 장수군,가족,만족,높음,높음,여,40대
경남 산청군,가족,만족,보통,높음,여,20대
강원 원주시,친구/연인,만족,보통,보통,남,20대
전남 담양군,가족,보통,높음,높음,남,40대
전남 완도군,가족,만족,높음,높음,여,50대
전북 김제시,가족,매우 만족,높음,매우 높음,여,60대
전북 군산시,가족,매우 만족,높음,매우 높음,남,40대
전북 군산시,가족,매우 만족,높음,높음,여,40대
전북 정읍시,가족,매우 만족,높음,매우 높음,여,70세 이상
전북 완주군,가족,매우 만족,매우 높음,높음,남,50대
전북 군산시,가족,매우 만족,높음,높음,남,60대
전북 김제시,가족,매우 만족,높음,높음,여,70세 이상
전북 완주군,가족,매우 만족,높음,높음,남,70세 이상
전북 전주시,가족,만족,높음,높음,남,20대
전남 영광군,가족,만족,높음,높음,여,50대
전남 보성군,가족,매우 만족,매우 높음,매우 높음,여,15~19세
광주 북구,가족,매우 만족,매우 높음,매우 높음,남,70세 이상
전북 고창군,가족,매우 만족,매우 높음,매우 높음,여,70세 이상
전남 담양군,가족,매우 만족,매우 높음,매우 높음,여,60대
광주 남구,가족,매우 만족,매우 높음,매우 높음,여,60대
전남 여수시,가족,매우 만족,매우 높음,매우 높음,남,20대
부산 금정구,가족,매우 만족,매우 높음,매우 높음,남,40대
경남 통영시,가족,매우 만족,매우 높음,매우 높음,남,60대
광주 남구,가족,매우 만족,매우 높음,매우 높음,여,30대
광주 광산구,가족,매우 만족,매우 높음,매우 높음,남,50대
광주 동구,가족,매우 만족,매우 높음,매우 높음,남,60대
전남 나주시,친구/연인,만족,매우 높음,높음,여,30대
전남 신안군,친구/연인,만족,매우 높음,높음,남,15~19세
전북 임실군,친구/연인,매우 만족,높음,높음,남,40대
광주 동구,(직장)동료,만족,매우 높음,높음,여,40대
전남 무안군,친구/연인,만족,매우 높음,높음,남,70세 이상
대전 유성구,친구/연인,만족,매우 높음,매우 높음,남,30대
제주 서귀포시,친구/연인,만족,보통,높음,남,50대
전남 보성군,친구/연인,만족,높음,높음,여,20대
전남 무안군,친구/연인,만족,높음,높음,여,50대
전남 신안군,친구/연인,만족,높음,높음,여,70세 이상
서울 마포구,가족,매우 만족,높음,높음,남,70세 이상
전남 담양군,가족,만족,높음,높음,남,30대
전남 영암군,가족,만족,높음,높음,남,50대
전북 정읍시,가족,매우 만족,높음,높음,여,20대
전남 영암군,가족,만족,높음,높음,여,50대
전남 순천시,가족,매우 만족,높음,높음,여,30대
경북 경주시,가족,매우 만족,매우 높음,매우 높음,여,20대
전남 순천시,친구/연인,만족,높음,높음,여,40대
전남 신안군,가족,만족,높음,높음,남,50대
전남 영광군,친구/연인,만족,높음,높음,여,70세 이상
광주 광산구,(직장)동료,만족,높음,높음,여,30대
전남 무안군,친구/연인,만족,높음,높음,남,20대
광주 동구,가족,매우 만족,높음,높음,여,30대
광주 동구,친구/연인,만족,매우 높음,높음,남,30대
전남 강진군,가족,만족,높음,높음,여,60대
부산 해운대구,가족,매우 만족,높음,높음,남,40대
광주 동구,가족,매우 만족,높음,높음,여,20대
전남 무안군,친구/연인,만족,높음,높음,남,20대
전남 여수시,친구/연인,만족,높음,높음,남,40대
전남 순천시,친구/연인,만족,높음,높음,남,50대
전북 임실군,가족,만족,높음,높음,여,30대
강원 평창군,가족,만족,높음,높음,남,30대
전남 고흥군,기타,매우 만족,높음,매우 높음,여,40대
전남 신안군,친구/연인,만족,높음,높음,여,50대
전남 담양군,친구/연인,만족,높음,높음,남,60대
전남 신안군,가족,만족,높음,보통,여,70세 이상
전남 광양시,가족,만족,높음,높음,남,60대
전남 여수시,가족,만족,높음,높음,여,50대
광주 광산구,가족,만족,높음,높음,여,30대
전남 담양군,가족,매우 만족,높음,높음,남,30대
전남 광양시,가족,매우 만족,높음,높음,여,40대
부산 해운대구,친구/연인,매우 만족,높음,높음,여,20대
전북 고창군,친구/연인,매우 만족,매우 높음,매우 높음,남,30대
전남 완도군,가족,매우 만족,높음,높음,남,40대
전남 여수시,가족,매우 만족,매우 높음,매우 높음,여,15~19세
강원 속초시,친구/연인,만족,높음,높음,여,40대
강원 동해시,가족,만족,매우 높음,높음,남,60대
전남 나주시,가족,보통,보통,높음,여,50대
전남 여수시,가족,매우 만족,높음,높음,남,50대
인천 남동구,가족,만족,높음,보통,여,15~19세
전남 무안군,가족,만족,높음,높음,여,60대
강원 평창군,가족,만족,높음,높음,남,30대
전남 보성군,친구/연인,만족,높음,높음,여,30대
전북 순창군,친구/연인,만족,높음,높음,여,50대
전북 임실군,가족,만족,매우 높음,높음,남,40대
제주 서귀포시,가족,매우 만족,매우 높음,매우 높음,여,40대
전북 정읍시,가족,만족,높음,매우 높음,여,60대
전남 고흥군,(직장)동료,매우 만족,매우 높음,높음,여,15~19세
경남 남해군,가족,만족,높음,높음,남,40대
전남 순천시,가족,매우 만족,높음,높음,여,30대
전남 신안군,친구/연인,매우 만족,높음,높음,남,50대
광주 남구,가족,매우 만족,높음,높음,여,50대
광주 동구,친구/연인,만족,높음,높음,남,15~19세
전남 함평군,가족,만족,높음,높음,여,40대
광주 남구,가족,매우 만족,높음,높음,여,50대
광주 동구,(직장)동료,매우 만족,높음,높음,남,50대
서울 송파구,친구/연인,매우 만족,높음,높음,남,20대
광주 동구,가족,만족,매우 높음,매우 높음,여,40대
광주 서구,가족,매우 만족,매우 높음,높음,남,15~19세
광주 광산구,(직장)동료,만족,높음,매우 높음,남,30대
광주 동구,가족,매우 만족,높음,높음,여,30대
전남 광양시,가족,만족,높음,높음,남,20대
부산 수영구,가족,만족,높음,높음,여,50대
전남 곡성군,친구/연인,만족,높음,높음,남,30대
전남 나주시,가족,만족,보통,보통,남,60대
전남 해남군,가족,만족,높음,높음,남,60대
전북 군산시,가족,매우 만족,높음,높음,여,60대
전남 해남군,가족,만족,높음,높음,여,40대
전남 구례군,가족,매우 만족,높음,높음,여,15~19세
서울 강동구,가족,매우 만족,높음,높음,여,50대
전남 해남군,가족,만족,높음,높음,남,20대
전남 장성군,가족,매우 만족,매우 높음,매우 높음,여,50대
전북 정읍시,친구/연인,매우 만족,매우 높음,매우 높음,남,20대
전남 신안군,친구/연인,매우 만족,매우 높음,매우 높음,남,40대
전북 완주군,가족,매우 만족,매우 높음,매우 높음,남,70세 이상
경북 경주시,가족,매우 만족,매우 높음,매우 높음,여,60대
전남 신안군,가족,만족,높음,높음,여,15~19세
전남 순천시,친구/연인,만족,높음,보통,남,20대
전남 나주시,친구/연인,보통,보통,보통,여,60대
전남 무안군,친구/연인,만족,높음,높음,여,50대
전남 순천시,가족,만족,높음,높음,남,40대
전남 무안군,친척,만족,보통,높음,남,50대
전남 순천시,친구/연인,만족,높음,높음,여,30대
전남 장흥군,가족,만족,높음,높음,여,40대
전북 정읍시,가족,만족,높음,보통,여,70세 이상
전남 완도군,가족,만족,높음,높음,남,60대
전남 해남군,가족,매우 만족,높음,높음,여,40대
전북 군산시,가족,매우 만족,높음,매우 높음,남,30대
서울 용산구,가족,매우 만족,높음,매우 높음,여,60대
부산 해운대구,친구/연인,매우 만족,매우 높음,높음,남,20대
전남 고흥군,(직장)동료,매우 만족,매우 높음,높음,남,40대
광주 서구,친구/연인,매우 만족,높음,매우 높음,여,20대
서울 송파구,가족,매우 만족,매우 높음,높음,남,50대
광주 광산구,친구/연인,만족,높음,높음,남,20대
전남 곡성군,가족,매우 만족,매우 높음,높음,여,20대
광주 광산구,가족,매우 만족,매우 높음,매우 높음,여,70세 이상
대전 대덕구,가족,만족,매우 높음,높음,여,15~19세
광주 남구,친구/연인,매우 만족,높음,높음,남,30대
전북 정읍시,친구/연인,만족,매우 높음,높음,여,20대
전북 전주시,가족,매우 만족,매우 높음,높음,여,50대
전남 보성군,친구/연인,만족,높음,보통,여,50대
전남 보성군,가족,보통,높음,보통,남,50대
전북 완주군,가족,만족,높음,보통,여,70세 이상
전남 여수시,친구/연인,만족,높음,보통,여,60대
전남 순천시,가족,만족,보통,높음,여,30대
전남 무안군,친구/연인,보통,보통,높음,남,20대
전남 여수시,가족,만족,보통,높음,남,30대
전남 보성군,친구/연인,만족,낮음,높음,남,40대
전남 무안군,가족,보통,높음,보통,남,70세 이상
전남 신안군,가족,만족,높음,높음,여,40대
충남 당진시,가족,만족,높음,높음,남,30대
